transaction_id,transaction_date,customer_id,product_name,quantity,price,payment_method,transaction_status,total_amount,transaction_month,transaction_year,high_value_transaction
T61434,2023-01-13,C4559,Smartphone,8.0,525.38,Cash,Failed,4203.03,1,2023,Yes
T61435,2023-01-13,C060,Smartphone,9.0,240.11,PayPal,Pending,2160.99,1,2023,Yes
T61436,2023-01-13,C4410,Tablet,3.0,443.28,Credit Card,Pending,1329.85,1,2023,Yes
T61437,2023-01-13,C1478,Coffee Machine,164.0,525.38,PayPal,Completed,86162.2,1,2023,Yes
T61438,2023-01-13,C4607,Tablet,763.0,495.55,Credit Card,Completed,378102.78,1,2023,Yes
T61439,2023-01-13,C1352,Coffee Machine,9.0,398.21,PayPal,Completed,3583.92,1,2023,Yes
T61440,2023-01-13,Unknown,T,3.0,791.46,Credit Card,Completed,2374.39,1,2023,Yes
T61441,2023-01-13,C2559,Coffee Machi,4.0,84.87,PayPal,Pending,339.48,1,2023,No
,2023-01-13,Unknown,Laptop,379.0,525.38,Credit Card,Failed,199118.74,1,2023,Yes
T61443,2022-10-04,C4116,Coffee Machine,189.0,901.1,Cash,Completed,170307.8,10,2022,Yes
T61444,2023-01-13,C3911,Headphones,6.0,562.74,Cash,Pending,3376.45,1,2023,Yes
T61445,2023-01-13,C1178,Coffee Machine,10.0,723.75,PayPal,Failed,7237.47,1,2023,Yes
T61446,2023-01-13,C1541,Tablet,414.0,767.31,PayPal,Completed,317667.75,1,2023,Yes
T61447,2020-12-07,C193,Laptop,191.0,599.26,Cash,Completed,114458.13,12,2020,Yes
T61449,2023-01-13,C724,Tablet,6.0,882.54,Credit Card,Failed,5295.26,1,2023,Yes
T61450,2023-01-13,C3205,Tablet,3.0,337.51,PayPal,Completed,1012.53,1,2023,Yes
T61451,2023-01-13,C1703,Tablet,282.0,525.38,Cash,Pending,148156.95,1,2023,Yes
T61452,2023-01-13,C3377,Smartphone,352.0,525.38,Credit Card,Completed,184933.5,1,2023,Yes
T61453,2023-01-13,C3739,Coffee Machine,7.0,525.38,PayPal,Failed,3677.65,1,2023,Yes
T61454,2023-01-13,Unknown,Coffee Machine,9.0,265.34,Credit Card,Completed,2388.05,1,2023,Yes
T61455,2023-05-03,C544,Laptop,3.0,658.73,PayPal,Completed,1976.19,5,2023,Yes
T61456,2023-06-12,C2662,Laptop,2.0,525.38,PayPal,Completed,1050.76,6,2023,Yes
T61457,2023-01-13,C3198,Headph,7.0,305.85,Credit Card,Completed,2140.98,1,2023,Yes
T61458,2023-01-13,C4005,Coffee Machine,8.0,476.58,Credit Card,Failed,3812.63,1,2023,Yes
T61459,2023-01-13,C3761,Smartphone,6.0,841.85,PayPal,Completed,5051.12,1,2023,Yes
T61460,2023-01-13,C125,Smartphone,3.0,63.65,Credit Card,Completed,190.95,1,2023,No
T61461,2023-01-13,C3485,Tablet,9.0,525.38,Credit Card,Pending,4728.41,1,2023,Yes
T81557,2023-01-13,C3846,Coffee Machine,2.0,700.67,PayPal,Completed,1401.34,1,2023,Yes
T61463,2023-01-13,C2039,Headphones,619.0,525.38,Cash,Completed,325209.77,1,2023,Yes
T61464,2023-01-13,C409,Coffee Machi,983.0,525.38,Credit Card,Unknown,516447.82,1,2023,Yes
T61465,2023-01-13,C1624,Smartphone,425.0,563.52,Cash,Completed,239496.0,1,2023,Yes
T61466,2023-01-13,C3761,Smartphone,306.0,525.38,PayPal,Completed,160766.06,1,2023,Yes
,2023-01-13,C2188,T,4.0,303.33,PayPal,Completed,1213.31,1,2023,Yes
T61469,2023-01-13,Unknown,Laptop,184.0,525.38,PayPal,Failed,96669.79,1,2023,Yes
T61470,2023-01-13,C3681,Smartphone,344.0,137.64,PayPal,Failed,47347.46,1,2023,Yes
T61471,2023-01-13,C4420,Coffee Mach,1.0,498.19,Credit Card,Failed,498.19,1,2023,No
T61472,2023-01-13,C1257,Coffee Machine,7.0,704.26,Credit Card,Pending,4929.82,1,2023,Yes
T61473,2023-01-13,C660,Smartphone,10.0,525.38,PayPal,Failed,5253.79,1,2023,Yes
T61474,2023-01-13,C2775,Headphones,8.0,118.42,Cash,Completed,947.39,1,2023,No
T61475,2023-01-13,C3229,Smartphone,2.0,918.62,PayPal,Completed,1837.24,1,2023,Yes
T61476,2023-01-13,C3939,Coffee Machine,4.0,525.38,Cash,Unknown,2101.52,1,2023,Yes
T61477,2023-01-13,C3962,Coffee Machine,8.0,114.66,Credit Card,Completed,917.29,1,2023,No
T61478,2023-01-13,C4713,Laptop,10.0,977.66,Credit Card,Completed,9776.6,1,2023,Yes
T61479,2023-01-13,C432,Smartphone,1.0,525.38,Credit Card,Completed,525.38,1,2023,No
T61480,2023-01-13,C636,Coffee Machine,873.0,74.33,PayPal,Pending,64888.24,1,2023,Yes
T61481,2023-01-13,C4737,Laptop,1.0,805.33,Cash,Completed,805.33,1,2023,No
T61482,2023-01-13,C1748,Tablet,8.0,525.38,PayPal,Unknown,4203.03,1,2023,Yes
T61483,2023-01-13,C603,Headphones,4.0,558.83,Cash,Completed,2235.31,1,2023,Yes
T61484,2023-01-13,C3288,Smart,879.0,768.72,Credit Card,Pending,675707.63,1,2023,Yes
T61485,2023-01-13,C4138,Smartphone,1.0,525.38,PayPal,Completed,525.38,1,2023,No
T61486,2023-01-13,C2481,Coffee Machine,466.0,525.38,Credit Card,Completed,244826.74,1,2023,Yes
T61487,2023-01-13,Unknown,Smartphone,4.0,629.02,Cash,Unknown,2516.06,1,2023,Yes
T61488,2023-01-13,C3440,Laptop,6.0,828.73,PayPal,Pending,4972.4,1,2023,Yes
T61489,2023-01-13,C2241,Tablet,2.0,972.59,PayPal,Completed,1945.18,1,2023,Yes
T61490,2023-01-13,C720,Headphon,2.0,474.73,PayPal,Completed,949.46,1,2023,No
T61491,2023-01-13,C998,Headphones,846.0,620.4,Credit Card,Completed,524858.4,1,2023,Yes
T61492,2023-01-13,C2199,Laptop,4.0,626.12,PayPal,Completed,2504.48,1,2023,Yes
T61493,2023-01-13,C690,Tablet,270.0,867.94,Credit Card,Pending,234342.56,1,2023,Yes
T89531,2023-01-13,C602,Tablet,7.0,930.69,Credit Card,Unknown,6514.86,1,2023,Yes
T61495,2023-01-13,C3402,Laptop,156.0,753.79,Credit Card,Failed,117591.52,1,2023,Yes
T61496,2024-08-03,C484,Tablet,7.0,490.35,PayPal,Pending,3432.48,8,2024,Yes
T61497,2023-01-13,C3890,Headphones,8.0,674.76,PayPal,Completed,5398.09,1,2023,Yes
T61498,2023-01-13,C3094,Laptop,8.0,525.38,Credit Card,Completed,4203.03,1,2023,Yes
T61499,2023-01-13,C2860,Coff,6.0,525.38,Credit Card,Failed,3152.28,1,2023,Yes
T61500,2023-01-13,C4287,Coffee Machine,408.0,525.38,Credit Card,Completed,214354.74,1,2023,Yes
T61501,2023-01-13,C424,Head,6.0,65.34,PayPal,Unknown,392.02,1,2023,No
T61502,2023-09-02,C232,Tablet,9.0,525.38,Cash,Completed,4728.41,9,2023,Yes
T61503,2023-01-13,C355,Smartphone,356.0,807.3,Cash,Unknown,287398.8,1,2023,Yes
T61504,2023-01-13,C314,Tablet,874.0,535.17,PayPal,Completed,467737.63,1,2023,Yes
T61505,2023-01-13,Unknown,Laptop,7.0,922.4,Credit Card,Completed,6456.77,1,2023,Yes
T61506,2023-01-13,C3325,Coffee Machine,948.0,957.39,Credit Card,Completed,907608.87,1,2023,Yes
T61507,2023-01-13,C4528,Laptop,6.0,133.68,Credit Card,Completed,802.08,1,2023,No
T61508,2023-01-13,C4253,Smart,189.0,496.31,Credit Card,Completed,93802.11,1,2023,Yes
T61509,2023-01-13,C1685,Laptop,2.0,243.94,PayPal,Pending,487.88,1,2023,No
T61510,2023-01-13,C1747,Tablet,105.0,839.83,Cash,Completed,88182.51,1,2023,Yes
T61511,2023-01-13,C1147,Smartphone,10.0,991.81,PayPal,Failed,9918.06,1,2023,Yes
T61512,2023-01-13,C3038,Tablet,10.0,525.38,Credit Card,Completed,5253.79,1,2023,Yes
T61513,2023-01-13,C2054,Smar,411.0,253.38,Credit Card,Completed,104137.36,1,2023,Yes
T61514,2023-01-13,C4390,Headphones,9.0,71.37,Credit Card,Unknown,642.34,1,2023,No
T61515,2023-01-13,C3328,Headphones,8.0,182.57,PayPal,Failed,1460.53,1,2023,Yes
T61516,2023-01-13,C3057,Coffee Machine,376.0,963.38,Cash,Completed,362231.2,1,2023,Yes
T61517,2023-01-13,C3781,Coffee Machine,8.0,621.64,Cash,Completed,4973.1,1,2023,Yes
T61518,2023-01-13,C1170,Laptop,3.0,607.38,PayPal,Pending,1822.14,1,2023,Yes
T61519,2023-01-13,C2692,Smartphone,330.0,203.94,Credit Card,Completed,67300.42,1,2023,Yes
T61520,2021-02-06,C4349,Tablet,5.0,525.38,Credit Card,Pending,2626.9,2,2021,Yes
T61521,2023-01-13,C4145,Smartphone,7.0,525.38,PayPal,Completed,3677.65,1,2023,Yes
T61522,2023-01-13,C291,Laptop,853.0,525.38,PayPal,Completed,448148.52,1,2023,Yes
,2023-01-13,C1067,Headphones,429.0,525.38,Credit Card,Completed,225387.71,1,2023,Yes
T61524,2023-01-13,C3927,Smartphone,2.0,525.38,Credit Card,Failed,1050.76,1,2023,Yes
T61525,2023-01-13,C1924,Coffee Machine,254.0,525.38,PayPal,Completed,133446.33,1,2023,Yes
T61526,2023-01-13,C591,Tablet,972.0,257.45,Credit Card,Pending,250242.63,1,2023,Yes
T61527,2023-01-13,C2997,Smartphone,671.0,525.38,Cash,Unknown,352529.49,1,2023,Yes
T61528,2023-01-13,C2801,Smartphone,2.0,525.38,Cash,Failed,1050.76,1,2023,Yes
T61529,2023-01-13,Unknown,Smartphone,572.0,375.42,PayPal,Completed,214740.3,1,2023,Yes
,2023-01-13,C942,Tablet,935.0,213.87,PayPal,Unknown,199967.59,1,2023,Yes
T61531,2022-10-06,C242,Coffee Machine,10.0,452.22,PayPal,Pending,4522.17,10,2022,Yes
T61532,2023-01-13,C782,Tablet,192.0,525.38,PayPal,Unknown,100872.82,1,2023,Yes
T61533,2023-01-13,C807,Headphones,3.0,691.28,Credit Card,Completed,2073.83,1,2023,Yes
T61534,2023-01-13,C1544,Headphones,293.0,390.97,Credit Card,Unknown,114555.32,1,2023,Yes
T61535,2023-01-13,C3381,Co,576.0,870.77,PayPal,Failed,501565.59,1,2023,Yes
T61536,2023-01-13,C778,Laptop,623.0,294.33,PayPal,Pending,183367.77,1,2023,Yes
T61537,2023-01-13,C4062,Coffee Machine,801.0,622.86,Cash,Failed,498913.45,1,2023,Yes
T61538,2023-01-13,C3637,Coffee Machine,10.0,525.38,PayPal,Failed,5253.79,1,2023,Yes
T61539,2023-01-13,C629,Tablet,8.0,70.02,Cash,Failed,560.19,1,2023,No
T61540,2023-01-13,C4954,Laptop,8.0,87.63,Credit Card,Unknown,701.05,1,2023,No
T61542,2023-01-13,C244,Laptop,8.0,525.38,PayPal,Unknown,4203.03,1,2023,Yes
T61543,2023-01-13,C567,Tablet,7.0,525.38,Cash,Unknown,3677.65,1,2023,Yes
T61544,2023-01-13,C1603,Tab,578.0,510.04,PayPal,Pending,294805.82,1,2023,Yes
T61545,2023-01-13,C1739,Coffee Machine,2.0,974.08,Cash,Pending,1948.16,1,2023,Yes
T61546,2023-01-13,C2697,Laptop,9.0,901.3,Cash,Completed,8111.7,1,2023,Yes
T61547,2023-01-13,C3629,Tablet,3.0,525.38,PayPal,Completed,1576.14,1,2023,Yes
T61548,2023-01-13,C3975,Coffee Machine,3.0,557.72,PayPal,Failed,1673.15,1,2023,Yes
T61549,2023-01-13,C4268,Tablet,1.0,525.38,PayPal,Completed,525.38,1,2023,No
T61550,2023-01-13,Unknown,Coffee Machine,689.0,525.38,PayPal,Completed,361986.32,1,2023,Yes
T61551,2023-01-13,C2123,Headphones,191.0,397.99,Cash,Unknown,76016.59,1,2023,Yes
T61552,2020-01-10,C569,Laptop,2.0,130.87,Credit Card,Unknown,261.74,1,2020,No
T61553,2023-01-13,C3793,Smartphone,9.0,525.38,Credit Card,Completed,4728.41,1,2023,Yes
T61554,2023-01-13,C485,Smartphone,110.0,525.38,PayPal,Unknown,57791.72,1,2023,Yes
T61555,2023-01-13,C3181,Headphones,6.0,525.38,Credit Card,Failed,3152.28,1,2023,Yes
T61556,2020-02-03,C2642,Headphones,8.0,525.38,Credit Card,Failed,4203.03,2,2020,Yes
T61557,2023-01-13,C1135,Laptop,740.0,525.38,PayPal,Unknown,388780.66,1,2023,Yes
T61558,2023-01-13,Unknown,Smartphone,3.0,525.38,Credit Card,Completed,1576.14,1,2023,Yes
T61559,2023-01-13,C3187,Coffee Machine,495.0,244.77,PayPal,Failed,121161.7,1,2023,Yes
T61560,2023-01-13,C4110,Headphones,3.0,525.38,Credit Card,Completed,1576.14,1,2023,Yes
T61561,2023-01-13,C3388,Laptop,1.0,441.6,Credit Card,Failed,441.6,1,2023,No
T61562,2023-01-13,C1866,Coffee Machin,876.0,733.47,PayPal,Completed,642519.72,1,2023,Yes
T61563,2023-01-13,C954,Tablet,532.0,653.92,PayPal,Completed,347888.01,1,2023,Yes
T61564,2020-04-10,C1547,Cof,3.0,525.38,Cash,Unknown,1576.14,4,2020,Yes
T61565,2023-01-13,C750,Tab,8.0,525.38,Credit Card,Completed,4203.03,1,2023,Yes
T61566,2023-01-13,C2069,Smartphone,4.0,525.38,Credit Card,Completed,2101.52,1,2023,Yes
T61567,2023-01-13,C984,Laptop,10.0,525.38,Credit Card,Unknown,5253.79,1,2023,Yes
T61568,2023-01-13,C2620,Smartpho,211.0,859.25,PayPal,Completed,181301.85,1,2023,Yes
T61569,2021-10-05,C1290,Tablet,3.0,73.41,Credit Card,Completed,220.24,10,2021,No
T61570,2021-07-11,C4640,Tablet,9.0,525.38,Credit Card,Failed,4728.41,7,2021,Yes
T61571,2023-01-13,Unknown,Coffee Machine,1.0,525.38,PayPal,Completed,525.38,1,2023,No
T61572,2024-03-08,C2956,Smartphone,3.0,190.48,Credit Card,Completed,571.45,3,2024,No
T61573,2023-01-13,C3969,Laptop,3.0,525.38,PayPal,Unknown,1576.14,1,2023,Yes
T61574,2022-04-01,C3117,Laptop,5.0,664.53,PayPal,Completed,3322.63,4,2022,Yes
T61575,2023-01-13,C2934,Tablet,5.0,950.81,PayPal,Completed,4754.03,1,2023,Yes
T61576,2023-01-13,Unknown,Headphones,2.0,525.38,PayPal,Completed,1050.76,1,2023,Yes
T61577,2023-01-13,C4573,Headphones,8.0,489.52,PayPal,Completed,3916.18,1,2023,Yes
T61578,2023-01-13,C2091,Coffee Machine,892.0,525.38,Credit Card,Completed,468638.31,1,2023,Yes
T61579,2023-01-13,C3040,Headphones,666.0,61.67,PayPal,Pending,41069.55,1,2023,Yes
T61580,2023-01-13,C2664,Coffee Machine,9.0,179.96,PayPal,Unknown,1619.66,1,2023,Yes
T61581,2024-01-06,C4639,Laptop,148.0,764.2,Credit Card,Completed,113101.29,1,2024,Yes
T61582,2023-01-13,C4047,Smartphone,4.0,525.38,Credit Card,Completed,2101.52,1,2023,Yes
T61583,2024-12-11,Unknown,Smartphone,2.0,290.27,Credit Card,Completed,580.54,12,2024,No
T61584,2023-01-13,Unknown,Tablet,1.0,788.27,PayPal,Unknown,788.27,1,2023,No
T61585,2023-01-13,C564,Tablet,340.0,754.97,PayPal,Unknown,256688.53,1,2023,Yes
T61586,2023-01-13,C2815,Coffee Machine,9.0,387.3,Credit Card,Failed,3485.71,1,2023,Yes
T61587,2023-01-13,C4000,Laptop,10.0,75.74,PayPal,Completed,757.37,1,2023,No
T61588,2024-10-08,Unknown,Laptop,4.0,525.38,PayPal,Pending,2101.52,10,2024,Yes
T61589,2023-01-13,C4253,Smartphone,5.0,525.38,Credit Card,Unknown,2626.9,1,2023,Yes
T61590,2023-01-13,C3489,Coffee Machine,10.0,172.68,PayPal,Unknown,1726.81,1,2023,Yes
,2023-01-13,C666,Tablet,10.0,525.38,Cash,Completed,5253.79,1,2023,Yes
T61592,2023-01-13,C4175,Headphones,3.0,525.38,PayPal,Unknown,1576.14,1,2023,Yes
T61593,2023-01-13,C3601,Smartphone,2.0,525.38,PayPal,Completed,1050.76,1,2023,Yes
T61594,2023-01-13,C018,Smartphone,927.0,266.1,PayPal,Unknown,246670.62,1,2023,Yes
T61595,2023-01-13,C3026,Smartphone,5.0,525.38,PayPal,Failed,2626.9,1,2023,Yes
T61596,2023-01-13,C3245,Tablet,1.0,525.38,Credit Card,Completed,525.38,1,2023,No
T61597,2023-01-13,C4110,Tablet,763.0,708.89,Credit Card,Completed,540883.78,1,2023,Yes
T61598,2023-01-13,C1580,Coffee Machine,927.0,525.38,Credit Card,Completed,487026.58,1,2023,Yes
T61599,2023-01-13,C1099,Smartphone,9.0,491.43,PayPal,Failed,4422.85,1,2023,Yes
T61600,2023-01-13,C4322,Laptop,1.0,179.54,Credit Card,Completed,179.54,1,2023,No
T61601,2023-01-13,C1775,Coffee Machine,903.0,525.38,Credit Card,Completed,474417.48,1,2023,Yes
T61602,2023-01-13,C1212,Coffee Machine,5.0,525.38,PayPal,Completed,2626.9,1,2023,Yes
T61603,2023-01-13,C2941,Coffee Machine,722.0,571.77,Credit Card,Pending,412817.32,1,2023,Yes
T61604,2023-10-10,C2348,Headphones,5.0,525.38,PayPal,Completed,2626.9,10,2023,Yes
T61605,2023-01-13,C3235,Smartphone,6.0,525.38,PayPal,Pending,3152.28,1,2023,Yes
T61606,2023-01-13,C4061,H,721.0,185.16,PayPal,Completed,133500.23,1,2023,Yes
T61607,2023-01-13,C1792,Tablet,236.0,335.33,Credit Card,Completed,79138.09,1,2023,Yes
T61608,2023-01-13,C2431,Headphones,8.0,470.82,PayPal,Completed,3766.56,1,2023,Yes
T61609,2023-01-13,C4661,Coffee Machine,293.0,421.66,PayPal,Completed,123546.0,1,2023,Yes
T61610,2023-01-13,C2090,Laptop,159.0,563.95,PayPal,Pending,89668.05,1,2023,Yes
T61611,2023-01-13,C3715,Tablet,9.0,525.38,PayPal,Completed,4728.41,1,2023,Yes
T61612,2023-01-13,C3802,Smartphone,1.0,202.94,PayPal,Pending,202.94,1,2023,No
T61613,2023-01-13,C1430,Laptop,6.0,525.38,PayPal,Completed,3152.28,1,2023,Yes
T61614,2023-01-13,C4606,Laptop,7.0,525.38,Credit Card,Failed,3677.65,1,2023,Yes
T61615,2023-09-04,C4995,Tablet,1000.0,68.93,Cash,Unknown,68930.98,9,2023,Yes
T61616,2023-01-13,C1017,Smartphone,6.0,509.39,PayPal,Failed,3056.35,1,2023,Yes
T61617,2023-01-13,C142,Smartphone,8.0,387.65,Credit Card,Completed,3101.19,1,2023,Yes
T61618,2023-01-13,C3883,Headphones,7.0,525.38,PayPal,Completed,3677.65,1,2023,Yes
T61619,2023-01-13,C4827,Headphones,3.0,525.38,PayPal,Failed,1576.14,1,2023,Yes
T61620,2023-01-13,C1459,Smartphone,5.0,748.65,Credit Card,Completed,3743.27,1,2023,Yes
T61621,2023-01-13,C550,Headphones,3.0,571.28,Credit Card,Completed,1713.83,1,2023,Yes
,2023-01-13,Unknown,Coffee Machine,853.0,604.25,Credit Card,Pending,515421.99,1,2023,Yes
T61623,2023-01-13,C4356,Headphones,5.0,525.38,PayPal,Completed,2626.9,1,2023,Yes
T61624,2023-01-13,C1709,Headphones,2.0,75.3,Credit Card,Completed,150.61,1,2023,No
T61625,2023-01-13,C2143,Smart,8.0,358.77,Credit Card,Completed,2870.13,1,2023,Yes
T61626,2023-01-13,C2172,Headphones,232.0,525.38,PayPal,Failed,121887.99,1,2023,Yes
T61627,2023-01-13,C915,Laptop,3.0,178.73,Credit Card,Pending,536.18,1,2023,No
T61628,2023-01-13,C068,Laptop,823.0,854.18,Credit Card,Unknown,702992.27,1,2023,Yes
T61629,2023-01-13,Unknown,Laptop,868.0,768.08,Credit Card,Unknown,666692.15,1,2023,Yes
T61630,2023-05-10,C684,Coffee Machine,333.0,525.38,PayPal,Completed,174951.3,5,2023,Yes
T61631,2023-01-13,C1446,Headphones,194.0,727.76,Credit Card,Completed,141184.8,1,2023,Yes
,2023-01-13,C983,Tablet,10.0,525.38,PayPal,Unknown,5253.79,1,2023,Yes
T61633,2023-01-13,C4888,Laptop,376.0,77.33,Credit Card,Failed,29075.18,1,2023,Yes
T61634,2023-01-13,C4533,Headphones,208.0,525.38,PayPal,Pending,109278.89,1,2023,Yes
T61635,2023-01-13,Unknown,Headphones,468.0,525.38,Credit Card,Pending,245877.5,1,2023,Yes
T61636,2023-01-13,C4425,Smartphone,6.0,929.32,PayPal,Failed,5575.93,1,2023,Yes
T61637,2023-01-13,C1510,Coffee Machine,9.0,987.43,Credit Card,Completed,8886.84,1,2023,Yes
T61638,2023-01-13,C1403,L,7.0,525.38,PayPal,Failed,3677.65,1,2023,Yes
T61639,2023-01-13,Unknown,Tablet,8.0,308.8,PayPal,Completed,2470.37,1,2023,Yes
T61640,2023-01-13,C3036,Coffee Machine,8.0,62.2,Credit Card,Unknown,497.58,1,2023,No
T61641,2020-08-02,C651,Smartphone,812.0,294.51,Credit Card,Unknown,239145.29,8,2020,Yes
T61642,2023-01-13,C3913,Headphones,7.0,525.38,Cash,Completed,3677.65,1,2023,Yes
T61643,2023-01-13,C3689,Smartphone,850.0,745.57,PayPal,Pending,633733.49,1,2023,Yes
T61644,2023-01-13,C1206,Tablet,718.0,100.9,PayPal,Completed,72444.27,1,2023,Yes
T61645,2023-01-13,C4589,Headphones,3.0,162.81,PayPal,Unknown,488.42,1,2023,No
T61646,2023-01-13,C4514,Coffee Machine,4.0,677.83,Credit Card,Unknown,2711.32,1,2023,Yes
T61647,2023-01-13,C3277,Smartphone,9.0,474.84,PayPal,Failed,4273.53,1,2023,Yes
T61648,2023-01-13,C843,Smartphone,957.0,616.07,Credit Card,Pending,589578.99,1,2023,Yes
T61649,2023-01-13,C2543,Coffee Machine,10.0,413.3,PayPal,Completed,4133.01,1,2023,Yes
T97843,2024-11-02,C3123,Headphones,6.0,360.05,Credit Card,Completed,2160.27,11,2024,Yes
T61651,2023-01-13,C1545,Coffee Machine,6.0,361.8,PayPal,Unknown,2170.82,1,2023,Yes
T61652,2023-01-13,Unknown,Laptop,4.0,158.92,PayPal,Completed,635.67,1,2023,No
T61653,2023-04-04,C970,Laptop,3.0,306.84,PayPal,Failed,920.53,4,2023,No
T61654,2023-01-13,C107,Smartphone,8.0,537.01,Credit Card,Completed,4296.11,1,2023,Yes
T61655,2023-01-13,C2445,Tablet,3.0,361.04,PayPal,Completed,1083.11,1,2023,Yes
T61656,2024-01-08,C4913,Coffee Machine,933.0,821.19,Cash,Failed,766173.31,1,2024,Yes
T61657,2023-01-13,C190,Headphones,7.0,652.37,PayPal,Failed,4566.58,1,2023,Yes
T61658,2023-01-13,C3007,Smartphone,2.0,571.74,Credit Card,Pending,1143.48,1,2023,Yes
,2023-01-13,C738,H,815.0,98.18,PayPal,Pending,80016.7,1,2023,Yes
T61660,2023-01-13,C4940,Headphones,7.0,939.45,PayPal,Completed,6576.16,1,2023,Yes
T61661,2023-01-13,C800,Coffee Machine,7.0,67.58,PayPal,Completed,473.07,1,2023,No
T61662,2023-01-13,C079,Laptop,8.0,748.94,PayPal,Completed,5991.55,1,2023,Yes
T61663,2023-01-13,C4211,Headphones,5.0,63.63,Credit Card,Failed,318.13,1,2023,No
T61664,2023-01-13,C3432,L,7.0,867.47,Credit Card,Completed,6072.3,1,2023,Yes
T61665,2023-01-13,C1257,Laptop,9.0,200.65,Credit Card,Completed,1805.84,1,2023,Yes
T61666,2023-01-13,C344,Smartphone,3.0,659.88,Credit Card,Completed,1979.64,1,2023,Yes
T61667,2023-01-13,C911,Smartphone,427.0,525.38,Cash,Failed,224336.95,1,2023,Yes
,2023-01-13,C4918,Tablet,6.0,175.74,PayPal,Completed,1054.41,1,2023,Yes
T61669,2023-01-13,Unknown,Smart,4.0,306.89,Credit Card,Completed,1227.55,1,2023,Yes
T61670,2023-01-13,C4980,Tablet,10.0,525.38,Credit Card,Unknown,5253.79,1,2023,Yes
T61671,2023-01-13,C1044,Coffee Machine,6.0,356.21,PayPal,Pending,2137.29,1,2023,Yes
T61672,2023-01-13,C1820,Coffee Machine,10.0,624.96,Credit Card,Failed,6249.61,1,2023,Yes
T61673,2023-01-13,C903,Coffee Machine,983.0,950.25,Cash,Completed,934099.6,1,2023,Yes
T61674,2023-01-13,C4708,Laptop,8.0,616.62,PayPal,Completed,4932.93,1,2023,Yes
,2023-01-13,C501,Laptop,5.0,775.86,PayPal,Completed,3879.3,1,2023,Yes
T61676,2023-01-13,C1431,Laptop,6.0,525.38,PayPal,Failed,3152.28,1,2023,Yes
T61677,2023-01-13,C2845,La,5.0,525.38,Cash,Unknown,2626.9,1,2023,Yes
T61678,2023-01-13,C4701,Smartphone,4.0,525.38,PayPal,Pending,2101.52,1,2023,Yes
T61679,2023-01-13,C3292,Laptop,993.0,731.72,PayPal,Completed,726598.37,1,2023,Yes
T61680,2023-01-13,C2302,Coffee Machine,2.0,525.38,Credit Card,Completed,1050.76,1,2023,Yes
T61681,2023-01-13,C022,Coffee Machine,779.0,381.73,Credit Card,Completed,297370.04,1,2023,Yes
T61682,2023-01-13,C2602,Laptop,411.0,525.38,Cash,Unknown,215930.88,1,2023,Yes
T61683,2023-01-13,C2877,Laptop,2.0,525.38,Credit Card,Pending,1050.76,1,2023,Yes
,2023-01-13,C2246,Laptop,460.0,525.38,PayPal,Completed,241674.46,1,2023,Yes
T61685,2023-01-13,Unknown,Headphones,8.0,525.38,Cash,Pending,4203.03,1,2023,Yes
T61686,2023-01-13,C3238,Headphones,8.0,665.62,Credit Card,Completed,5324.93,1,2023,Yes
T61687,2024-09-07,C3022,Headphones,6.0,525.38,Credit Card,Completed,3152.28,9,2024,Yes
,2023-01-13,C3975,Smartphone,5.0,243.26,Cash,Unknown,1216.31,1,2023,Yes
T61689,2023-01-13,C2066,Headphones,5.0,245.11,PayPal,Completed,1225.53,1,2023,Yes
T61690,2023-01-13,C4651,Headphones,6.0,539.2,PayPal,Completed,3235.22,1,2023,Yes
T61691,2023-01-13,C089,Headphones,176.0,525.38,Credit Card,Unknown,92466.75,1,2023,Yes
T61692,2023-01-13,C1197,Coffee Machine,1.0,79.73,PayPal,Completed,79.73,1,2023,No
T61693,2023-01-13,C2125,Tablet,797.0,602.69,Credit Card,Completed,480341.55,1,2023,Yes
T61694,2022-02-10,C1829,Tablet,5.0,942.05,Credit Card,Failed,4710.27,2,2022,Yes
T61695,2023-01-13,C4824,Tablet,2.0,60.55,PayPal,Pending,121.09,1,2023,No
T61697,2023-03-10,C3546,Headphones,174.0,487.4,Credit Card,Completed,84807.38,3,2023,Yes
T61698,2023-01-13,C1120,Laptop,10.0,202.56,Credit Card,Completed,2025.58,1,2023,Yes
T61699,2022-12-01,C1230,Laptop,8.0,289.56,PayPal,Pending,2316.48,12,2022,Yes
T61700,2023-01-13,C3052,Coffee Machine,289.0,738.55,Credit Card,Unknown,213439.53,1,2023,Yes
T61702,2022-11-08,C2516,Coffee Machine,904.0,73.35,Credit Card,Failed,66311.72,11,2022,Yes
T61703,2023-01-13,C2417,Laptop,5.0,525.38,Credit Card,Failed,2626.9,1,2023,Yes
,2023-01-13,C4593,Coffee,996.0,525.38,PayPal,Failed,523277.75,1,2023,Yes
T61705,2023-01-13,C868,Headphones,2.0,655.35,Credit Card,Unknown,1310.69,1,2023,Yes
T61706,2023-01-13,C521,Smartphone,1.0,959.18,PayPal,Completed,959.18,1,2023,No
T61707,2023-01-13,Unknown,Tablet,535.0,933.74,PayPal,Failed,499548.76,1,2023,Yes
T61708,2023-01-13,C4152,Tablet,2.0,506.29,Credit Card,Pending,1012.57,1,2023,Yes
T61709,2023-01-13,C2155,Tablet,8.0,237.2,Credit Card,Completed,1897.56,1,2023,Yes
